"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
4254000220,"20150307T000000",475000,4,2.5,2040,16200,2,0,0,3,8,2040,0,1997,0,98019,47.7366,-121.958,2530,15389
7302000610,"20150508T000000",316000,4,1.5,2120,46173,2,0,0,3,7,2120,0,1974,0,98053,47.6503,-121.968,2000,46173
7855600820,"20140904T000000",802000,4,2.25,2130,8734,2,0,2,4,8,2130,0,1961,0,98006,47.5672,-122.161,2550,8800
4139460200,"20150325T000000",905000,4,2.5,3330,9557,2,0,0,3,10,3330,0,1995,0,98006,47.5526,-122.102,3360,9755
8901500178,"20141030T000000",7e+05,4,2.25,2440,9450,1.5,0,0,3,7,2440,0,1947,2014,98125,47.7061,-122.307,1720,7503
2730000270,"20150212T000000",178500,3,1,900,10511,1,0,0,4,6,900,0,1961,0,98001,47.2883,-122.272,1460,10643
4178300130,"20150413T000000",950000,7,3.5,3470,16264,2,0,0,4,9,3470,0,1980,0,98007,47.6203,-122.149,3040,13500
9269750460,"20140519T000000",247000,3,2.25,1580,7941,2,0,0,4,7,1580,0,1986,0,98023,47.2843,-122.357,1730,8051
3818700190,"20141215T000000",387846,4,1.75,2520,15205,1,0,0,4,7,2040,480,1954,0,98028,47.7642,-122.264,1680,10000
1471610060,"20140708T000000",370000,3,1.75,1570,16817,2,0,0,3,7,1570,0,1982,0,98045,47.4716,-121.756,1600,16817
9512200090,"20150501T000000",529000,3,1.75,2340,7724,1,0,0,3,10,2340,0,2010,0,98058,47.4593,-122.134,3040,5787
4166600610,"20150514T000000",335000,3,2,1410,44866,1,0,0,4,7,1410,0,1985,0,98023,47.3273,-122.37,2950,29152
1704900206,"20140602T000000",465500,3,1.75,1890,7004,1,0,0,3,7,1290,600,1965,0,98118,47.5557,-122.28,1440,5378
3530200160,"20140603T000000",654950,4,2.5,2790,45902,2,0,0,3,9,2790,0,1987,0,98077,47.7674,-122.086,2890,42421
8860300220,"20150429T000000",612000,5,2.5,2300,7000,1,0,0,3,8,1290,1010,1975,0,98052,47.6875,-122.122,2080,7280
2523069156,"20141203T000000",520000,3,NA,2510,43995,2,0,0,3,8,2510,0,1981,0,98027,47.4545,-121.988,2470,48351
2321300351,"20140612T000000",575000,2,1,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,47.6371,-122.393,1700,4042
1446400615,"20140527T000000",268000,4,2,1930,6600,1,0,0,4,7,1030,900,1967,0,98168,47.482,-122.332,1220,6600
4391600065,"20140814T000000",330000,2,0.75,520,6862,1,0,0,4,4,520,0,1924,1980,98010,47.326,-122.037,1170,8756
1088810040,"20150320T000000",627250,4,2.5,2830,10677,2,0,0,3,9,2830,0,1993,0,98011,47.742,-122.208,2970,9619
9485920120,"20140829T000000",290000,4,2.5,2340,52272,2,0,0,2,8,2340,0,1978,0,98042,47.3468,-122.091,2480,40500
6127011000,"20140508T000000",537500,4,2.5,2550,4630,2,0,0,3,7,2550,0,2005,0,98075,47.5928,-122.004,2550,5151
4222310680,"20140926T000000",240000,3,2,1030,11118,1,0,0,5,7,1030,0,1970,0,98003,47.3463,-122.308,1300,7920
7523700210,"20150415T000000",205000,3,1,970,7700,1,0,0,4,7,970,0,1959,0,98032,47.3793,-122.304,1160,8250
1257201420,"20140709T000000",595000,4,3.25,3730,4560,2,0,0,3,9,2760,970,2015,0,98103,47.6725,-122.33,1800,4560
2413910190,"20150202T000000",5e+05,3,1.75,1690,48096,1,0,0,3,7,1690,0,1973,0,98053,47.6745,-122.061,2070,35160
1430800100,"20150116T000000",356000,4,2,1600,12500,1,0,0,5,7,1600,0,1938,0,98166,47.4713,-122.355,1260,8306
3260000700,"20140904T000000",530000,3,1.75,1680,7770,1,0,0,4,7,1680,0,1967,0,98005,47.6028,-122.167,1880,7770
4174600331,"20140717T000000",384000,6,3,2320,4502,1,0,0,4,7,1200,1120,1987,0,98108,47.5552,-122.3,1160,5628
9513900050,"20140812T000000",237000,3,2,1210,6634,1,0,0,4,7,1210,0,1985,0,98031,47.4097,-122.193,1560,7200
9558020840,"20150422T000000",364950,4,2.5,2070,2992,2,0,0,3,8,2070,0,2002,0,98058,47.4496,-122.12,1900,2957
1665400025,"20141028T000000",259000,3,1.75,1590,7148,1,0,0,3,7,1590,0,1952,0,98166,47.4713,-122.344,1150,7280
7211400535,"20150323T000000",275500,4,1,1290,5000,1.5,0,0,3,7,1290,0,1957,0,98146,47.5128,-122.358,1440,2500
4303200184,"20141010T000000",230000,2,1,770,6450,1,0,0,4,6,770,0,1948,0,98106,47.531,-122.358,780,6063
8631600025,"20150220T000000",425000,4,1.5,2290,8773,1,0,0,4,7,1330,960,1947,0,98133,47.7173,-122.33,1740,7058
9320870040,"20140626T000000",249900,3,2.5,1630,7700,1,0,0,3,7,1120,510,1978,0,98031,47.3876,-122.211,1640,8160
8731983200,"20150310T000000",255000,2,1.75,1950,8200,1,0,0,3,8,1950,0,1975,0,98023,47.3161,-122.382,2370,8000
930000425,"20150301T000000",440000,3,1.75,1570,5120,1,0,2,3,7,980,590,1947,0,98177,47.7166,-122.365,2420,7200
1099900030,"20150415T000000",325000,5,2.75,2400,7904,1,0,0,3,7,1450,950,1992,0,98188,47.4683,-122.263,2400,7475
6190701483,"20140514T000000",364000,4,1.75,2010,8625,1,0,0,4,7,1340,670,1957,0,98133,47.7496,-122.355,1500,8400
4039300490,"20140603T000000",4e+05,3,1.5,1200,4800,1,0,0,4,7,1200,0,1962,0,98007,47.6084,-122.136,1510,7668
3901100030,"20140627T000000",982000,4,2.75,3610,8580,2,0,0,3,9,3610,0,2014,0,98033,47.6706,-122.173,2360,8580
7203140420,"20150128T000000",385000,3,2.5,1740,4145,2,0,0,3,7,1740,0,2010,0,98053,47.6875,-122.015,1740,4045
5057100110,"20150514T000000",479349,5,3,3223,6371,2,0,0,3,9,3223,0,2014,0,98042,47.3584,-122.163,1979,9008
3904901520,"20141030T000000",447000,3,2.25,1440,4667,2,0,0,3,7,1440,0,1985,0,98029,47.5662,-122.017,1610,4756
3332500095,"20141007T000000",399000,3,2.5,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.276,1570,3902
420000085,"20140827T000000",238000,3,1,1240,5700,1.5,0,0,5,6,1240,0,1953,0,98056,47.4927,-122.169,1140,5700
3902310210,"20140822T000000",610000,4,2.5,2100,8800,1,0,0,5,8,1250,850,1980,0,98033,47.6909,-122.186,2100,9000
5547700270,"20140715T000000",625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669
8929000230,"20150306T000000",550000,3,2.5,2010,2261,2,0,0,3,8,1390,620,2014,0,98029,47.5514,-121.998,1690,1899
2481630290,"20140626T000000",879000,4,2.75,4230,31747,2,0,0,4,10,4230,0,1985,0,98072,47.731,-122.132,4080,35576
5605000430,"20140917T000000",1160000,4,2.5,2790,5450,2,0,0,3,10,1930,860,1925,2000,98112,47.6453,-122.303,2320,5450
3797001900,"20140922T000000",360000,3,1.5,1360,6000,1,0,0,3,6,860,500,1911,0,98103,47.6846,-122.345,1560,3000
3693900885,"20141202T000000",1020000,6,2.25,2550,5000,2,0,0,4,7,2550,0,1907,0,98117,47.6785,-122.396,1480,5000
3629970090,"20141014T000000",680000,4,2.5,2520,5000,2,0,0,3,9,2520,0,2004,0,98029,47.5524,-121.992,2910,5001
8132700190,"20140602T000000",430000,2,1,990,4802,1,0,0,3,7,990,0,1947,0,98117,47.6876,-122.395,1180,5000
7972603385,"20140516T000000",245000,2,1,870,6150,NA,0,0,3,6,870,0,1941,0,98106,47.5256,-122.347,1120,6150
6204410330,"20141020T000000",432000,4,1.75,2410,8400,1,0,0,3,7,1600,810,1978,0,98011,47.7341,-122.2,1850,8400
4440400125,"20140508T000000",228000,4,1.75,2000,6120,1,0,0,3,7,1100,900,1965,0,98178,47.5035,-122.258,1880,6120
1450100390,"20150316T000000",208000,3,1,920,7314,1,0,0,3,6,920,0,1960,0,98002,47.2892,-122.22,1010,7420
9268851320,"20141210T000000",450000,3,2.25,1620,997,2.5,0,0,3,8,1540,80,2012,0,98027,47.5394,-122.027,1620,1068
4457300135,"20141105T000000",741000,4,2.75,2070,10125,1,0,0,3,7,1390,680,1962,0,98040,47.5697,-122.219,1850,10125
6371500120,"20141224T000000",325000,2,1,960,4800,1.5,0,0,2,6,960,0,1912,0,98116,47.5752,-122.411,1440,4800
923000280,"20140722T000000",699000,3,2.5,2580,8154,1,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155
4385700765,"20140603T000000",850000,3,1.75,1370,3850,1,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600
8856960050,"20140724T000000",318400,4,2.5,1820,6916,2,0,0,3,7,1820,0,1994,0,98038,47.3862,-122.029,1680,6995
2155000480,"20150429T000000",499950,3,1.5,1350,9315,1,0,0,3,7,1350,0,1968,0,98052,47.6587,-122.124,1840,9920
1842200040,"20140701T000000",425000,3,1.5,1300,19163,1,0,0,3,7,1300,0,1964,0,98052,47.6686,-122.153,1590,9744
5695000270,"20141103T000000",660000,3,2.25,1570,1680,3,0,0,3,8,1570,0,2014,0,98103,47.6585,-122.348,1290,1870
1432600100,"20140924T000000",218000,3,1,1140,7560,1,0,0,4,6,1140,0,1958,0,98058,47.4624,-122.185,1300,7560
1373800330,"20150420T000000",1120000,4,2.5,3690,11191,1,0,3,4,10,2190,1500,1951,0,98199,47.6434,-122.412,3460,8160
2125059161,"20141023T000000",960000,4,2.5,3430,43560,1.5,0,2,5,10,3430,0,1979,0,98005,47.6426,-122.18,3700,44431
9808700405,"20140604T000000",1900000,3,2.5,2660,13367,2,0,2,3,10,2660,0,1992,0,98004,47.6501,-122.217,2660,13367
2891000010,"20140806T000000",269000,4,2.5,1594,7665,1,0,0,5,7,1088,506,1975,0,98002,47.3262,-122.211,1536,6000
1900600105,"20140828T000000",255000,3,1.5,1490,6604,1,0,0,4,6,1490,0,1918,0,98166,47.4683,-122.351,1330,6604
2222059154,"20140813T000000",407000,4,2.5,2927,6000,2,0,0,3,7,2927,0,2011,0,98042,47.3737,-122.16,2533,6000
3630200780,"20140522T000000",1050000,4,3.75,3860,5474,2.5,0,0,3,10,3860,0,2007,0,98029,47.5396,-121.995,3040,5474
1623300325,"20141021T000000",999000,5,3.5,2810,2700,2,0,0,5,9,1900,910,1910,0,98117,47.6799,-122.363,1510,3800
5466310060,"20150324T000000",139500,2,1.5,1230,1561,2,0,0,3,7,1230,0,1983,0,98042,47.3768,-122.149,1660,2243
1795920250,"20150227T000000",637000,3,2.25,2200,7355,2,0,0,4,8,2200,0,1986,0,98052,47.7266,-122.103,2290,7868
5112800042,"20141203T000000",4e+05,5,2.75,2470,19200,1,0,0,5,8,1250,1220,1977,0,98058,47.4496,-122.083,2140,35140
2323069053,"20150417T000000",420000,4,1.75,2480,60548,1,0,0,4,7,1600,880,1968,0,98027,47.4722,-122.001,2390,90169
7987400475,"20150417T000000",745000,5,3,2400,10126,2,0,3,3,8,2400,0,1981,0,98126,47.5726,-122.373,2250,3946
1796360990,"20140701T000000",205000,3,1.75,1170,8239,1,0,0,3,7,1170,0,1981,0,98042,47.3679,-122.088,1180,7866
6413600285,"20140825T000000",402000,3,1.75,1580,6127,1.5,0,0,5,7,1580,0,1947,0,98125,47.7192,-122.32,1500,6128
3342700465,"20150123T000000",250000,3,1.5,2840,10182,1,0,0,3,8,1510,1330,1951,0,98056,47.524,-122.2,2210,9669
8682281070,"20140807T000000",752500,2,2.5,2280,6230,1,0,0,3,8,2280,0,2005,0,98053,47.7065,-122.013,1640,5931
5635100080,"20141031T000000",359950,4,2.5,2542,6120,2,0,0,3,8,2542,0,2014,0,98030,47.3751,-122.188,2419,8984
5076700115,"20150223T000000",529941,3,2,1660,10000,1,0,0,4,7,1010,650,1961,0,98005,47.5852,-122.174,2020,9720
7661600206,"20150129T000000",262000,4,2.5,2070,8685,2,0,0,3,7,2070,0,2006,0,98188,47.4697,-122.267,2170,9715
2346200030,"20150105T000000",802541,5,2.75,2990,6768,2,0,0,3,9,2990,0,2014,0,98006,47.5462,-122.182,2870,6768
3580900200,"20140617T000000",440000,4,2,1450,8400,1.5,0,0,4,7,1450,0,1962,0,98034,47.7285,-122.24,1450,7440
9406510130,"20150505T000000",448000,5,3.5,3740,24684,2,0,0,3,9,2760,980,1998,0,98038,47.3832,-122.057,2880,26023
9828702335,"20150212T000000",570000,2,2,1140,690,2,0,0,3,8,760,380,2014,0,98112,47.6205,-122.3,1480,1171
6205500280,"20150421T000000",576000,3,1.75,1500,13891,1,0,0,4,7,1500,0,1951,0,98005,47.5866,-122.175,2020,13891
7418000020,"20140724T000000",305000,3,1.75,1400,10350,1,0,0,4,7,1400,0,1976,0,98059,47.479,-122.132,1780,10457
1651800010,"20140702T000000",1300000,4,1.75,2610,21600,1,0,0,4,8,2610,0,1966,0,98004,47.6245,-122.227,2920,20330
1796350080,"20140623T000000",239950,3,1.75,1230,9600,1,0,0,4,7,1230,0,1984,0,98042,47.3675,-122.095,1330,8250
922059169,"20141201T000000",8e+05,6,4.25,5480,189050,2,0,0,4,10,5140,340,1991,0,98031,47.412,-122.168,2470,10429
3885802970,"20141203T000000",827500,3,2.5,1810,7200,1,0,0,5,7,1310,500,1960,0,98033,47.6885,-122.211,2050,7200
8857100180,"20150413T000000",350000,3,2.25,1410,1340,2,0,0,3,8,1370,40,1967,0,98008,47.6108,-122.113,1730,2748
2024059052,"20140814T000000",975000,6,3,3420,22421,1,0,0,5,9,2270,1150,1948,0,98006,47.5508,-122.189,2430,15560
3362900810,"20140820T000000",532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090
425079046,"20140729T000000",435000,3,2.5,1778,147823,2,0,0,3,7,1778,0,1999,0,98014,47.6811,-121.915,2840,43676
1545802830,"20150309T000000",258500,3,2,1460,7930,1,0,0,3,7,1460,0,1989,0,98038,47.359,-122.049,1630,7930
5209200010,"20140731T000000",485000,3,1.5,1870,7853,1,0,0,3,7,1300,570,1962,0,98125,47.7045,-122.281,1870,8300
7831800411,"20141020T000000",250000,4,1.75,1510,5500,1.5,0,0,3,7,1510,0,1920,0,98106,47.535,-122.359,1320,6431
4122900020,"20140626T000000",1390000,4,3,4040,20001,1,0,0,3,9,2020,2020,1972,2001,98004,47.6408,-122.212,2990,20098
3876600120,"20150422T000000",265000,3,1.5,1780,10196,1,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875
3821400200,"20141006T000000",215000,3,2,1290,9312,1,0,0,3,7,1290,0,1947,0,98168,47.4811,-122.325,1650,7300
2391602500,"20140515T000000",512500,3,2.5,1840,2875,2,0,0,4,7,1840,0,1997,0,98116,47.562,-122.393,1240,5750
7922900030,"20141003T000000",851000,3,2.75,2660,10350,1,0,4,4,8,1330,1330,1971,0,98008,47.5868,-122.116,2820,10043
1962200037,"20140502T000000",626000,3,2.25,1750,1572,2.5,0,0,3,9,1470,280,2005,0,98102,47.6498,-122.321,2410,3050
3904921070,"20140812T000000",590000,4,2.5,2340,8971,2,0,0,3,9,2340,0,1987,0,98029,47.5679,-122.011,2510,9219
3332000091,"20150224T000000",320000,3,1,1190,4120,1,0,0,3,6,1190,0,1929,0,98118,47.5513,-122.272,1360,4635
4310702837,"20141201T000000",375000,3,3.25,1370,1227,3,0,0,3,8,1370,0,2007,0,98103,47.6964,-122.341,1370,1236
7131300063,"20150429T000000",350000,4,1.75,2140,4959,1,0,0,3,7,1080,1060,1965,0,98118,47.5166,-122.266,1590,5250
9542801410,"20150114T000000",286000,4,1.75,2190,8400,2,0,0,2,8,2190,0,1978,0,98023,47.3003,-122.373,2410,7700
8645511350,"20141201T000000",3e+05,3,1.75,1810,21138,1,0,0,4,7,1240,570,1977,0,98058,47.4674,-122.178,1850,12200
7202330190,"20141001T000000",421200,3,2.5,1440,3060,2,0,0,3,7,1440,0,2003,0,98053,47.6821,-122.035,1650,3060
3395041194,"20140827T000000",268000,3,2.75,1880,1793,2,0,0,3,7,1810,70,2001,0,98108,47.5405,-122.293,1800,2537
1737100040,"20141022T000000",525000,3,1.75,1710,7350,1,0,0,3,8,1280,430,1981,0,98033,47.699,-122.167,2100,7560
3845100620,"20141125T000000",400950,4,2.5,2578,4554,2,0,0,3,9,2578,0,2014,0,98092,47.2603,-122.194,2647,4554
224069010,"20140725T000000",653450,3,2.5,2070,49658,1,0,0,4,8,1540,530,1980,0,98075,47.5936,-122.013,2620,35160
8643200060,"20140923T000000",170500,3,1,1640,13939,1,0,0,3,7,1040,600,1960,0,98198,47.3947,-122.313,2080,13000
1442800060,"20141120T000000",205000,3,2.5,1870,3118,2,0,0,3,8,1870,0,1993,0,98038,47.3739,-122.056,1580,3601
8154100020,"20140906T000000",248500,3,1.75,2090,12026,1,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,9496
1423600020,"20140626T000000",267000,3,1.5,1090,8160,1,0,0,3,7,1090,0,1967,2014,98058,47.4551,-122.175,1260,7560
1795920440,"20140621T000000",639500,4,2.25,2330,8994,2,0,0,3,8,2330,0,1986,0,98052,47.7264,-122.104,2330,8396
6380500135,"20140527T000000",326100,2,1,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695
3394100230,"20140522T000000",1050000,4,2.5,3030,12590,1.5,0,0,4,10,3030,0,1988,0,98004,47.5806,-122.193,2980,11635
1422029117,"20140711T000000",319000,3,1.75,1640,53400,1,0,0,4,7,1640,0,1966,0,98070,47.3944,-122.506,1850,380279
5468700105,"20140805T000000",415000,3,1.75,2000,8400,1.5,0,0,4,8,2000,0,1959,0,98133,47.7535,-122.334,2000,8400
5112800190,"20150327T000000",249000,3,1.5,1180,11579,1,0,0,4,7,1180,0,1962,0,98058,47.4502,-122.089,1780,22486
1387301430,"20140818T000000",460000,3,2.25,1650,7313,1,0,0,3,7,1220,430,1975,0,98011,47.7375,-122.194,1690,7252
7789200070,"20140603T000000",235000,3,1,1250,15603,1,0,0,4,7,1250,0,1959,0,98056,47.5093,-122.172,1720,10220
1023059511,"20141020T000000",527000,4,2.5,2900,6736,2,0,0,3,8,2900,0,2013,0,98059,47.4954,-122.152,2900,6736
9322800230,"20141212T000000",1250000,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,98146,47.5075,-122.389,2500,14960
7203230040,"20141027T000000",1050000,5,3.25,4240,9588,2,0,0,3,9,4240,0,2014,0,98053,47.6901,-122.018,4080,8425
9547202950,"20141030T000000",564000,4,1,1170,4590,1.5,0,0,4,7,1170,0,1925,0,98115,47.6804,-122.311,1430,4080
4139460290,"20140828T000000",898000,3,2.5,3530,9753,2,0,0,3,10,3530,0,1997,0,98006,47.5539,-122.103,3220,9234
421000465,"20140617T000000",269500,2,1.5,1480,7276,1,0,0,4,6,940,540,1978,0,98056,47.4942,-122.166,1090,6710
7768700315,"20140630T000000",1230000,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,98004,47.6074,-122.213,2850,15803
8155820110,"20150325T000000",355000,3,1.75,1460,7203,1,0,0,3,7,1460,0,1990,0,98056,47.5049,-122.189,1570,7203
1951600150,"20150408T000000",180000,3,1,1610,8500,1.5,0,0,3,7,1610,0,1959,0,98032,47.3717,-122.297,1070,8750
312000265,"20150504T000000",375000,2,1,790,5120,1,0,0,3,6,790,0,1950,0,98136,47.557,-122.395,1250,5120
3520069033,"20140623T000000",230000,3,1,1530,389126,1.5,0,0,4,7,1530,0,1919,0,98022,47.1776,-122.011,1768,42148
5561710110,"20141014T000000",319990,3,2.25,1840,7326,1,0,0,5,7,1370,470,1979,0,98031,47.3958,-122.168,2050,7475
4217401365,"20141210T000000",1480000,5,3.25,3680,10300,1.5,0,0,4,10,3680,0,1927,0,98105,47.6548,-122.28,2690,7200
8165100035,"20141203T000000",245560,2,1.5,1260,9693,1,0,0,3,7,1260,0,1957,0,98177,47.7775,-122.365,1800,9693
2473420070,"20150430T000000",291600,3,1.75,1630,7480,1,0,0,3,7,1330,300,1979,0,98058,47.4514,-122.159,1940,7480
6791400070,"20150126T000000",350000,3,2.5,2040,13590,2,0,0,3,8,2040,0,2009,0,98042,47.3122,-122.04,1850,12485
1865000110,"20140929T000000",365000,4,2.5,2540,6688,2,0,0,3,9,2540,0,2002,0,98092,47.3314,-122.18,2810,6776
8670900140,"20140729T000000",995000,3,2.25,3200,3800,2,0,0,5,9,2650,550,1914,0,98102,47.638,-122.317,2400,3900
6600400370,"20140910T000000",215000,3,1,1190,7500,1,0,0,5,7,1190,0,1968,0,98042,47.3248,-122.142,1200,9750
6204410150,"20150414T000000",525000,4,2.25,2660,7957,1,0,0,4,8,1750,910,1977,0,98011,47.7351,-122.199,1890,8250
9211010220,"20141104T000000",530000,4,2.5,3250,4500,2,0,0,3,8,3250,0,2008,0,98059,47.4944,-122.15,3030,4598
1922000180,"20150402T000000",1160000,4,3.75,3560,13959,2,0,0,4,9,3560,0,1972,0,98040,47.5575,-122.211,3320,11834
1328320760,"20141218T000000",327000,3,2.5,1810,7350,1,0,0,3,8,1310,500,1984,0,98058,47.4434,-122.125,2240,7350
534000080,"20140611T000000",333000,2,1,720,6686,1,0,0,3,6,720,0,1942,0,98117,47.7003,-122.362,1200,6686
5363200180,"20140515T000000",640000,4,2,2560,7798,1,0,0,4,7,1890,670,1947,0,98115,47.6914,-122.296,1330,7798
5666300010,"20140722T000000",302000,3,1,1110,7000,1.5,0,0,4,7,1110,0,1955,0,98133,47.754,-122.341,1800,7000
3326059238,"20150506T000000",5e+05,4,2.25,2050,7201,2,0,0,3,8,2050,0,1994,0,NA,47.7003,-122.165,1970,7350
513000550,"20140922T000000",650000,3,2,2520,5980,1,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750
